host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,accommodates,bathrooms,bedrooms,beds,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,review_scores_rating
hours,100.0,0,1.0,1.0,5,1,2,1.0,0.0,1.0,18,125,1,0,30,60,19,0,0,strict,0,0,1,0.22,91.0
< 1 hour ,96.0,0,3.0,3.0,4,1,2,1.0,1.0,1.0,13,85,1,40,2,365,366,1,0,moderate,0,0,3,3.93,90.0
< 1 hour ,100.0,0,2.0,2.0,4,1,4,1.0,2.0,2.0,16,125,2,20,3,30,169,1,0,strict,0,0,2,1.83,91.0
hours,100.0,0,4.0,4.0,4,1,3,1.5,1.0,2.0,21,125,2,35,4,730,65,0,0,strict,0,0,3,0.7,96.0
< 1 hour ,100.0,1,3.0,3.0,5,1,5,1.0,3.0,3.0,24,275,1,0,29,60,3,0,1,moderate,0,0,1,0.03,100.0
< 1 hour ,100.0,1,2.0,2.0,5,1,2,1.0,1.0,1.0,12,200,1,0,4,30,31,0,0,moderate,0,0,1,0.34,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.5,2.0,2.0,29,199,2,75,3,21,9,0,0,strict,0,0,1,0.1,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,1,1.0,1.0,1.0,13,160,1,0,14,30,3,0,0,strict,0,0,1,0.04,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,3,1.0,2.0,1.0,14,140,2,0,2,5,4,0,0,moderate,0,0,1,0.04,90.0
1 day,100.0,0,1.0,1.0,3,1,2,1.0,1.0,1.0,15,140,1,0,2,730,1,0,0,flexible,1,0,1,0.01,80.0
< 1 hour ,100.0,0,2.0,2.0,4,1,6,1.0,1.0,5.0,24,115,2,20,3,90,93,1,0,strict,0,0,2,1.66,91.0
1 day,100.0,1,1.0,1.0,8,1,2,1.0,1.0,1.0,18,195,2,0,4,60,196,0,0,strict,1,1,1,2.1,99.0
hours,100.0,0,3.0,3.0,4,1,2,1.0,0.0,1.0,20,132,1,25,6,60,19,0,1,strict,1,1,1,0.23,100.0
< 1 hour ,100.0,0,4.0,4.0,4,1,2,1.0,1.0,1.0,14,78,1,0,3,60,165,1,0,strict,1,1,4,1.81,93.0
hours,100.0,1,4.0,4.0,4,1,2,2.0,1.0,1.0,16,44,1,18,14,31,8,0,0,strict,1,0,4,0.87,100.0
< 1 hour ,90.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,37,156,2,50,4,1125,52,0,0,moderate,0,0,1,0.57,98.0
hours,100.0,0,1.0,1.0,4,1,2,1.133758653454595,1.0,1.0,13,150,1,0,5,14,34,1,0,strict,0,0,1,0.42,86.0
1 day,100.0,0,1.0,1.0,4,1,2,1.0,1.0,2.0,9,95,1,5,13,365,14,0,0,strict,0,0,1,0.16,90.0
1 day,100.0,0,2.0,2.0,5,1,2,1.133758653454595,1.0,1.0,5,85,1,20,15,365,9,0,0,strict,0,0,2,0.1,98.0
< 1 hour ,100.0,1,1.0,1.0,5,1,2,1.0,1.0,1.0,10,135,1,25,3,30,135,0,0,strict,1,1,1,1.69,94.0
1 day,100.0,0,1.0,1.0,5,1,4,1.0,2.0,4.0,15,115,4,30,6,30,2,0,0,strict,1,1,1,0.03,80.0
1 day,100.0,0,1.0,1.0,3,1,2,1.0,1.0,1.0,15,69,1,25,2,730,34,0,0,strict,0,0,1,0.38,95.0
hours,100.0,0,1.0,1.0,3,1,2,1.0,1.0,1.0,6,100,2,50,6,28,25,1,0,moderate,0,0,1,0.28,88.0
hours,100.0,1,1.0,1.0,5,1,4,1.0,2.0,3.0,22,155,4,50,2,30,54,0,0,moderate,0,0,1,0.68,89.0
hours,100.0,0,2.0,2.0,5,1,2,1.0,1.0,2.0,20,219,2,25,4,200,107,0,0,strict,0,0,2,1.16,95.0
hours,83.0,0,1.0,1.0,6,1,13,2.5,5.0,6.0,28,475,4,75,3,60,21,0,0,strict,0,0,1,0.3,93.0
< 1 hour ,100.0,1,1.0,1.0,5,1,4,1.0,1.0,1.0,26,60,1,10,3,21,45,0,0,moderate,0,0,1,0.53,89.0
1 day,100.0,1,1.0,1.0,4,1,2,1.0,1.0,1.0,19,69,2,0,7,730,150,0,0,moderate,1,1,1,1.64,96.0
hours,86.0,0,1.0,1.0,4,1,4,1.0,1.0,1.0,32,99,1,20,1,28,189,1,0,strict,0,0,1,17.34,83.0
< 1 hour ,88.0,1,2.0,2.0,4,1,2,1.0,1.0,1.0,12,69,1,10,4,100,168,1,0,moderate,0,0,2,1.82,95.0
1 day,80.0,0,2.0,2.0,5,1,2,1.133758653454595,1.0,1.0,17,119,1,20,3,1825,33,0,0,strict,0,0,2,0.36,96.0
< 1 hour ,100.0,0,2.0,2.0,6,1,3,1.0,1.0,1.0,23,135,2,25,2,1125,271,0,1,strict,1,1,2,2.96,94.0
1 day,100.0,0,1.0,1.0,4,1,4,2.5,2.0,3.0,11,250,4,150,7,60,9,0,0,strict,0,0,1,0.11,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.133758653454595,1.0,1.0,10,250,2,50,3,30,14,0,0,strict,0,0,1,0.15,100.0
1 day,90.0,0,3.0,3.0,4,1,2,1.0,1.0,1.0,29,36,1,15,7,120,2,0,0,strict,0,0,3,0.05,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,4,2.0,3.0,3.0,11,325,4,50,7,30,1,0,0,flexible,0,0,1,0.02,100.0
days,0.0,0,2.0,2.0,4,1,1,1.0,1.0,1.0,13,250,1,0,3,10,4,0,0,flexible,0,0,1,0.12,100.0
< 1 hour ,100.0,1,1.0,1.0,4,1,6,1.5,2.0,3.0,35,250,2,40,2,730,52,0,0,strict,0,0,1,1.51,92.0
< 1 hour ,100.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,4,117,1,0,7,730,19,1,0,strict,1,1,1,0.28,92.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,1.0,1.0,3.0,15,80,2,15,3,7,2,0,0,flexible,0,0,1,0.05,80.0
< 1 hour ,100.0,0,5.0,5.0,4,1,2,1.0,1.0,1.0,6,110,1,25,2,30,43,1,0,strict,1,1,4,0.47,94.0
< 1 hour ,100.0,1,1.0,1.0,4,1,2,1.0,1.0,1.0,19,137,2,45,2,62,248,0,1,strict,0,0,1,2.8,94.0
1 day,57.0,0,1.0,1.0,5,1,4,2.0,2.0,2.0,18,450,2,0,3,30,57,0,0,strict,0,0,1,0.62,95.0
< 1 hour ,96.0,0,3.0,3.0,4,1,3,1.0,1.0,1.0,13,70,1,30,2,730,234,1,0,moderate,0,0,3,3.43,90.0
hours,100.0,0,3.0,3.0,10,1,4,1.133758653454595,2.0,2.0,8,165,1,20,1,365,121,0,0,strict,0,0,3,1.33,91.0
1 day,67.0,0,2.0,2.0,4,1,2,1.133758653454595,1.0,1.0,11,899,3,29,2,5,7,0,0,strict,0,0,1,0.09,90.0
hours,100.0,1,1.0,1.0,8,1,2,1.0,1.0,1.0,30,70,1,10,2,730,149,0,0,flexible,1,1,1,1.78,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,8,1,2,1.0,1.0,1.0,28,280,1,20,10,62,22,0,0,strict,0,0,1,0.25,97.0
1 day,100.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,28,50,1,0,2,9,15,0,0,flexible,0,0,1,0.45,99.0
hours,90.0,0,3.0,3.0,4,1,1,1.0,1.0,1.0,16,36,1,0,1,2,116,0,0,moderate,1,0,3,1.28,96.0
1 day,70.0,0,1.0,1.0,8,1,4,1.0,2.0,2.0,25,149,1,40,1,365,120,0,0,strict,0,0,1,1.32,93.0
1 day,80.0,0,1.0,1.0,3,1,4,1.0,2.0,2.0,9,150,2,20,2,730,193,0,0,strict,0,0,1,2.1,95.0
hours,100.0,0,4.0,4.0,4,1,2,1.0,1.0,1.0,17,125,2,0,1,730,57,0,0,strict,0,0,3,0.62,93.0
< 1 hour ,90.0,1,1.0,1.0,9,1,2,1.0,0.0,1.0,41,225,1,0,3,60,100,1,1,strict,1,0,1,1.09,97.0
< 1 hour ,100.0,0,5.0,5.0,4,1,2,1.0,1.0,1.0,6,110,1,20,2,30,169,0,0,strict,1,1,4,1.87,93.0
1 day,90.0,0,2.0,2.0,11,1,2,1.0,1.0,1.0,19,150,1,0,3,365,73,0,0,strict,0,0,1,0.8,95.0
hours,100.0,0,1.0,1.0,7,1,4,2.0,2.0,2.0,19,385,4,250,7,120,16,0,0,strict,0,0,1,0.17,100.0
< 1 hour ,93.0,0,3.0,3.0,3,1,4,1.0,2.0,3.0,22,165,2,25,2,28,38,0,0,strict,0,0,3,0.42,94.0
< 1 hour ,100.0,0,6.0,6.0,4,1,1,1.0,1.0,1.0,8,45,1,35,3,365,123,1,0,strict,0,0,6,1.34,93.0
< 1 hour ,100.0,1,2.0,2.0,4,1,2,1.0,1.0,1.0,25,75,1,45,2,30,140,0,0,strict,0,0,2,1.54,97.0
< 1 hour ,100.0,1,1.0,1.0,5,1,6,1.0,2.0,3.0,18,395,4,75,2,730,235,1,1,strict,0,0,1,2.6,94.0
< 1 hour ,93.48038995125609,0,5.0,5.0,5,1,16,2.5,5.0,10.0,9,370,9,25,30,730,9,0,0,strict,0,0,5,0.12,88.0
hours,100.0,0,2.0,2.0,4,1,4,1.0,1.0,2.0,15,99,1,35,3,730,100,1,0,strict,0,0,2,1.15,93.0
1 day,100.0,1,1.0,1.0,6,1,1,1.0,1.0,1.0,24,100,1,10,3,20,17,0,0,strict,0,0,1,0.42,96.0
1 day,100.0,0,1.0,1.0,7,1,2,1.0,1.0,1.0,6,150,2,35,3,150,46,0,0,strict,0,0,1,0.52,94.0
< 1 hour ,100.0,0,4.0,4.0,5,1,2,1.133758653454595,1.0,1.0,9,90,1,30,2,365,115,0,0,strict,0,0,4,1.26,95.0
< 1 hour ,93.48038995125609,0,7.0,7.0,2,1,2,1.133758653454595,1.0,2.0,6,59,1,0,2,27,5,0,0,strict,0,0,7,0.06,84.0
< 1 hour ,100.0,1,3.0,3.0,5,1,2,1.0,1.0,1.0,31,120,1,30,3,1125,41,0,0,moderate,0,0,3,0.45,96.0
< 1 hour ,100.0,1,1.0,1.0,4,1,1,1.0,1.0,1.0,11,70,1,50,3,14,145,0,0,strict,1,1,1,1.59,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,7,175,2,0,1,1825,30,0,0,strict,0,1,1,0.34,89.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,0.0,1.0,15,125,1,125,3,7,3,0,0,moderate,0,0,1,0.03,90.0
< 1 hour ,100.0,0,1.0,1.0,6,1,2,1.0,1.0,1.0,13,299,1,0,2,1125,77,0,0,moderate,0,0,1,0.87,95.0
< 1 hour ,100.0,1,1.0,1.0,4,1,2,1.0,1.0,1.0,18,95,2,20,2,28,115,0,0,strict,1,1,1,1.27,95.0
< 1 hour ,100.0,1,1.0,1.0,4,1,2,1.0,1.0,1.0,22,160,2,25,3,30,172,1,1,strict,0,0,1,1.91,98.0
hours,100.0,0,3.0,3.0,7,1,3,1.0,1.0,2.0,20,135,2,18,5,30,124,0,1,strict,1,0,3,1.39,97.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,2.0,1.0,9,165,2,0,14,60,3,0,0,strict,0,0,1,0.04,100.0
1 day,86.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,12,83,2,10,1,30,229,0,0,strict,0,0,1,2.55,86.0
< 1 hour ,100.0,1,1.0,1.0,4,1,2,1.0,1.0,1.0,22,117,2,40,5,10,223,0,0,strict,0,0,1,2.46,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,12,190,3,20,5,60,2,0,0,strict,0,0,1,0.02,90.0
< 1 hour ,100.0,1,1.0,1.0,6,1,2,1.0,1.0,1.0,34,119,1,30,1,30,315,0,0,strict,1,1,1,3.49,92.0
1 day,90.0,0,3.0,3.0,4,1,2,2.0,1.0,1.0,20,40,1,15,30,120,28,1,0,strict,0,0,3,0.31,91.0
< 1 hour ,90.0,0,7.0,7.0,4,1,2,1.0,1.0,1.0,17,55,1,10,2,365,49,0,0,strict,0,0,7,0.54,88.0
< 1 hour ,90.0,0,7.0,7.0,4,1,2,1.0,1.0,1.0,12,58,1,10,2,365,61,0,0,strict,0,0,7,0.67,92.0
< 1 hour ,100.0,0,4.0,4.0,6,1,4,1.0,2.0,2.0,13,155,1,55,2,300,29,0,0,strict,1,1,4,0.33,87.0
1 day,90.0,0,3.0,3.0,4,1,2,2.0,1.0,1.0,29,35,1,15,30,120,24,0,0,strict,0,0,3,0.28,92.0
1 day,63.0,0,2.0,2.0,4,1,2,1.0,1.0,1.0,7,65,1,0,2,730,30,0,0,strict,0,0,2,0.34,94.0
1 day,100.0,0,1.0,1.0,5,1,6,1.0,3.0,3.0,26,225,4,20,3,90,66,0,0,moderate,0,0,1,0.73,92.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,2.0,11,195,1,0,5,730,1,0,0,strict,0,0,1,0.01,60.0
hours,100.0,0,2.0,2.0,10,1,3,1.0,3.0,2.0,33,80,1,0,2,10,11,0,0,moderate,0,0,2,1.67,98.0
< 1 hour ,93.48038995125609,0,5.0,5.0,5,1,3,1.0,1.0,1.0,7,98,2,25,30,365,33,0,0,strict,0,0,5,0.37,87.0
< 1 hour ,93.48038995125609,0,5.0,5.0,5,1,7,1.0,2.0,1.0,5,165,4,15,30,730,6,0,0,strict,0,0,5,0.08,80.0
< 1 hour ,93.48038995125609,0,5.0,5.0,5,1,12,2.0,4.0,6.0,9,265,6,25,30,730,13,0,0,strict,0,0,5,0.16,93.0
< 1 hour ,100.0,0,3.0,3.0,11,1,5,1.0,2.0,3.0,45,69,4,5,30,365,83,0,1,strict,0,1,1,1.28,90.0
< 1 hour ,98.0,0,6.0,6.0,5,1,2,1.0,1.0,1.0,14,99,2,25,2,365,91,0,0,strict,0,0,2,1.02,89.0
< 1 hour ,100.0,0,3.0,3.0,10,1,3,1.0,0.0,1.0,25,60,2,25,6,31,51,0,1,strict,1,1,1,0.58,95.0
< 1 hour ,100.0,0,2.0,2.0,5,1,5,1.0,2.0,2.0,13,249,1,0,2,1125,274,1,0,moderate,0,0,2,3.12,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,1,1.0,1.0,1.0,14,105,1,0,6,21,10,0,0,strict,1,1,1,0.11,90.0
< 1 hour ,100.0,1,3.0,3.0,5,1,2,1.0,1.0,1.0,33,100,1,20,2,1125,67,0,0,moderate,0,0,3,0.74,91.0
< 1 hour ,100.0,0,5.0,5.0,5,1,4,1.0,1.0,3.0,24,140,2,35,1,30,81,0,0,moderate,1,1,5,0.93,93.0
hours,90.0,0,3.0,3.0,4,1,2,1.5,1.0,1.0,19,42,1,30,1,21,63,0,0,moderate,1,0,3,0.8,96.0
< 1 hour ,90.0,0,7.0,7.0,4,1,2,1.0,1.0,1.0,16,55,1,10,2,365,62,0,0,strict,0,0,7,0.69,87.0
< 1 hour ,100.0,1,1.0,1.0,4,1,2,1.0,1.0,1.0,6,100,1,5,5,21,152,1,0,moderate,0,0,1,1.69,96.0
hours,89.0,1,1.0,1.0,5,1,4,1.0,1.0,1.0,9,90,2,25,5,180,71,0,0,strict,0,0,1,0.8,95.0
< 1 hour ,100.0,1,1.0,1.0,5,1,2,1.0,1.0,1.0,38,140,2,0,2,31,183,0,1,strict,0,1,1,2.73,98.0
hours,88.0,0,1.0,1.0,3,1,2,1.0,1.0,1.0,8,115,2,0,3,120,53,0,0,strict,0,0,1,0.59,91.0
hours,100.0,0,2.0,2.0,10,1,3,1.0,1.0,2.0,17,120,2,10,1,30,63,0,0,moderate,0,0,2,0.7,93.0
hours,100.0,1,1.0,1.0,6,1,2,1.5,2.0,1.0,20,130,1,50,2,14,110,0,0,flexible,0,0,1,1.34,97.0
1 day,60.0,1,1.0,1.0,9,1,2,1.0,1.0,1.0,13,199,1,0,4,730,101,0,0,strict,0,0,1,1.13,96.0
< 1 hour ,88.0,1,2.0,2.0,4,1,1,1.0,1.0,1.0,12,69,1,0,4,60,67,0,0,moderate,0,0,2,1.2,96.0
< 1 hour ,100.0,0,1.0,1.0,5,1,1,1.0,1.0,1.0,23,62,2,0,3,14,22,1,0,moderate,0,0,1,0.25,94.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,2.0,17,110,1,25,12,60,18,0,0,flexible,0,0,1,0.2,97.0
< 1 hour ,100.0,1,1.0,1.0,5,1,3,1.0,1.0,2.0,11,130,2,50,1,730,129,0,0,strict,1,1,1,1.54,96.0
1 day,50.0,0,1.0,1.0,4,1,4,2.0,2.0,2.0,42,329,4,50,3,6,13,0,0,moderate,0,1,1,0.29,86.0
< 1 hour ,100.0,0,5.0,5.0,5,1,2,1.0,1.0,1.0,17,75,2,30,1,30,158,0,0,strict,1,1,5,1.8,92.0
1 day,70.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,19,75,1,0,1,25,158,0,0,strict,0,0,1,1.79,91.0
< 1 hour ,100.0,0,13.0,13.0,3,1,10,1.5,3.0,3.0,8,140,4,25,2,365,11,0,0,strict,0,0,1,0.12,80.0
1 day,100.0,0,1.0,1.0,6,1,3,1.0,1.0,1.0,22,139,2,0,3,240,166,0,0,strict,1,1,1,1.88,93.0
< 1 hour ,100.0,0,1.0,1.0,9,1,2,1.0,1.0,1.0,17,189,1,0,4,61,179,0,0,strict,0,0,1,2.02,94.0
< 1 hour ,100.0,1,1.0,1.0,5,1,4,1.0,1.0,1.0,43,250,2,50,3,365,73,0,0,strict,0,0,1,0.89,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,6,259,1,0,3,365,3,0,0,strict,0,0,1,0.03,93.0
< 1 hour ,100.0,1,2.0,2.0,3,1,2,1.0,1.0,1.0,19,155,2,70,3,365,159,1,1,strict,0,0,2,1.78,96.0
< 1 hour ,100.0,0,1.0,1.0,5,1,1,1.0,1.0,1.0,18,70,2,0,1,422,9,0,0,strict,0,0,1,0.1,95.0
< 1 hour ,100.0,0,2.0,2.0,4,1,3,2.0,1.0,2.0,33,60,2,20,1,26,369,1,0,strict,1,1,2,4.42,93.0
1 day,100.0,0,1.0,1.0,3,1,4,1.0,1.0,3.0,22,135,2,25,2,30,14,0,0,moderate,0,0,1,0.22,96.0
< 1 hour ,100.0,0,1.0,1.0,5,1,3,1.0,2.0,2.0,30,125,2,25,2,365,208,0,0,strict,1,1,1,2.49,86.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,14,150,2,30,30,100,9,0,0,moderate,0,0,1,0.1,94.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,11,249,2,50,5,90,12,0,0,strict,1,1,1,0.14,98.0
1 day,50.0,0,1.0,1.0,3,1,2,1.0,0.0,1.0,26,100,1,0,7,13,5,0,0,moderate,0,0,1,0.06,95.0
hours,67.0,0,1.0,1.0,5,1,2,1.133758653454595,1.0,1.0,12,120,1,40,7,365,13,0,0,strict,0,0,1,0.32,96.0
hours,92.0,0,1.0,1.0,4,1,3,1.0,1.0,3.0,13,129,2,20,3,90,34,1,0,strict,1,1,1,0.39,88.0
< 1 hour ,93.48038995125609,0,5.0,5.0,5,1,9,1.0,3.0,1.0,9,185,6,15,30,730,1,0,0,strict,0,0,5,0.02,97.0
< 1 hour ,100.0,0,6.0,6.0,4,1,1,1.0,1.0,1.0,11,35,1,25,1,365,16,0,0,strict,0,0,6,0.18,94.0
1 day,71.0,0,1.0,1.0,5,1,6,1.0,2.0,3.0,8,250,1,0,4,15,11,0,0,strict,0,0,1,0.13,85.0
< 1 hour ,100.0,0,1.0,1.0,7,1,6,1.0,2.0,3.0,22,250,2,40,4,365,37,1,0,strict,0,0,1,0.45,97.0
< 1 hour ,100.0,0,4.0,4.0,6,1,2,1.0,1.0,1.0,14,99,1,15,3,90,54,1,0,strict,1,1,4,0.61,95.0
1 day,100.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,5,65,1,10,1,365,29,0,0,strict,0,0,1,0.33,97.0
< 1 hour ,90.0,0,1.0,1.0,6,1,6,1.0,3.0,3.0,7,500,1,0,4,365,66,1,0,strict,0,0,1,0.84,86.0
hours,100.0,0,1.0,1.0,4,1,3,1.0,2.0,1.0,14,210,2,50,7,60,31,0,0,strict,0,0,1,0.35,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.133758653454595,1.0,1.0,14,225,2,25,3,365,6,0,0,moderate,0,0,1,0.07,96.0
< 1 hour ,100.0,0,2.0,2.0,4,1,2,1.0,1.0,1.0,19,95,1,0,28,28,181,0,0,strict,1,1,2,2.16,97.0
< 1 hour ,100.0,0,5.0,5.0,5,1,3,1.0,1.0,2.0,16,110,2,35,1,30,151,1,0,moderate,1,1,5,1.73,94.0
< 1 hour ,100.0,0,1.0,1.0,4,1,5,1.0,1.0,2.0,17,99,2,30,2,1125,85,0,0,strict,0,0,1,0.97,87.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,6,1.0,2.0,3.0,11,159,2,25,4,1125,4,0,0,strict,0,0,1,0.05,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,1.0,2.0,2.0,22,160,2,15,3,40,11,0,0,moderate,0,0,1,0.14,96.0
< 1 hour ,93.0,0,3.0,3.0,3,1,4,1.0,2.0,3.0,21,140,2,25,3,28,99,0,0,strict,0,0,3,1.13,89.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,1.0,2.0,3.0,10,135,2,50,2,730,21,0,0,moderate,0,0,1,0.24,92.0
days,17.0,0,2.0,2.0,4,1,4,1.0,2.0,2.0,12,410,11,30,2,14,35,0,0,moderate,0,0,1,0.4,92.0
1 day,100.0,0,2.0,2.0,8,1,2,1.0,1.0,1.0,19,90,1,10,2,365,16,0,0,moderate,0,0,2,0.19,97.0
hours,100.0,1,2.0,2.0,5,1,2,2.0,1.0,1.0,21,115,1,35,4,31,141,1,0,moderate,0,0,2,1.8,97.0
hours,100.0,0,1.0,1.0,3,1,4,1.0,1.0,2.0,15,65,1,15,3,60,199,0,0,strict,1,1,1,2.28,83.0
1 day,100.0,0,1.0,1.0,5,1,1,1.5,1.0,1.0,3,55,1,0,5,364,1,0,0,moderate,0,0,1,0.03,100.0
hours,100.0,0,3.0,3.0,6,1,1,1.133758653454595,1.0,1.0,5,105,1,30,3,180,26,0,0,strict,0,0,3,0.31,92.0
hours,100.0,0,4.0,4.0,5,1,2,1.0,1.0,1.0,18,65,1,20,30,240,20,0,0,strict,0,0,4,0.24,89.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,13,130,1,0,3,69,48,0,0,strict,0,0,1,0.6,96.0
< 1 hour ,100.0,0,4.0,4.0,5,1,2,0.0,1.0,1.0,31,30,1,5,2,365,148,0,0,strict,0,1,4,1.69,88.0
< 1 hour ,100.0,0,4.0,4.0,5,1,2,1.133758653454595,1.0,1.0,9,30,1,5,2,365,104,0,0,strict,0,1,4,1.21,87.0
days,25.0,0,1.0,1.0,3,1,2,1.0,1.0,1.0,14,150,1,0,5,60,29,0,0,moderate,0,0,1,0.35,96.0
1 day,100.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,19,135,1,0,2,7,69,0,0,strict,0,0,1,0.79,90.0
< 1 hour ,100.0,0,4.0,4.0,5,1,2,1.133758653454595,1.0,1.0,11,30,1,5,2,365,153,0,0,strict,0,1,4,1.76,88.0
hours,80.0,0,3.0,3.0,4,1,3,1.0,0.0,2.0,11,175,1,0,3,365,159,0,0,strict,0,0,2,1.81,86.0
hours,100.0,1,2.0,2.0,7,1,2,1.0,1.0,1.0,37,160,1,0,6,36,52,0,1,moderate,0,0,2,0.72,98.0
hours,100.0,0,3.0,3.0,4,1,4,2.0,2.0,2.0,18,285,2,20,3,90,113,0,0,strict,0,1,3,1.33,96.0
hours,83.0,1,1.0,1.0,6,1,2,1.0,1.0,1.0,24,85,1,25,3,21,81,0,0,strict,0,0,1,1.69,97.0
hours,100.0,0,2.0,2.0,5,1,2,1.0,1.0,1.0,21,60,1,20,6,365,20,1,0,strict,0,0,2,0.23,91.0
< 1 hour ,100.0,0,2.0,2.0,5,1,1,1.0,1.0,1.0,29,59,1,15,2,14,116,0,0,moderate,1,1,2,1.35,93.0
< 1 hour ,100.0,0,4.0,4.0,5,1,2,1.0,1.0,1.0,27,30,1,5,2,365,160,0,0,strict,0,1,4,1.82,86.0
< 1 hour ,100.0,0,1.0,1.0,4,1,5,1.0,1.0,3.0,29,99,2,20,5,28,344,0,1,moderate,1,1,1,4.21,93.0
< 1 hour ,100.0,0,2.0,2.0,6,1,1,1.0,1.0,1.0,34,70,1,0,3,120,22,0,0,strict,0,0,2,0.34,97.0
days,0.0,0,2.0,2.0,5,1,2,1.0,1.0,1.0,18,39,1,25,1,21,39,0,0,strict,0,0,2,0.47,86.0
< 1 hour ,93.48038995125609,0,2.0,2.0,5,1,2,2.0,1.0,1.0,13,60,1,0,14,28,9,1,0,strict,0,0,2,0.11,93.0
< 1 hour ,100.0,1,13.0,13.0,5,1,3,1.0,1.0,2.0,23,99,2,20,2,1125,15,0,0,strict,1,1,9,0.25,96.0
< 1 hour ,93.48038995125609,0,2.312898413128984,2.312898413128984,1,1,2,1.0,1.0,1.0,17,175,2,0,30,90,6,0,0,strict,0,0,2,0.33,92.0
< 1 hour ,100.0,0,2.0,2.0,6,1,3,1.0,2.0,2.0,26,160,3,25,2,1125,221,0,1,strict,1,1,2,2.53,91.0
hours,80.0,0,3.0,3.0,4,1,4,2.0,2.0,2.0,9,390,4,50,5,365,131,0,0,strict,0,0,2,1.5,88.0
< 1 hour ,100.0,1,8.0,8.0,3,1,2,1.0,1.0,1.0,6,80,1,6,4,365,33,0,0,strict,0,0,7,0.47,92.0
< 1 hour ,100.0,0,6.0,6.0,4,1,5,1.0,1.0,1.0,11,35,1,25,1,365,14,1,0,strict,0,0,6,0.17,88.0
hours,100.0,0,5.0,5.0,3,1,1,1.133758653454595,1.0,1.0,2,60,1,40,10,730,9,1,0,flexible,0,0,5,0.1,97.0
< 1 hour ,100.0,0,1.0,1.0,5,1,2,1.0,1.0,1.0,20,100,3,100,3,29,239,0,0,strict,0,0,1,2.74,95.0
< 1 hour ,100.0,1,8.0,8.0,3,1,2,1.0,1.0,1.0,7,70,1,6,2,365,15,0,0,strict,0,0,7,0.23,88.0
< 1 hour ,93.48038995125609,0,1.0,1.0,8,1,2,1.0,1.0,1.0,8,110,1,10,6,182,42,0,0,moderate,0,0,1,0.48,96.0
< 1 hour ,100.0,0,1.0,1.0,4,1,3,1.0,1.0,2.0,9,130,2,50,4,30,56,0,0,strict,0,0,1,0.67,90.0
< 1 hour ,100.0,1,2.0,2.0,5,1,2,1.0,1.0,1.0,8,60,1,30,2,365,181,1,0,strict,0,1,2,2.17,95.0
< 1 hour ,100.0,0,6.0,6.0,4,1,1,1.0,1.0,1.0,8,35,1,35,31,365,59,1,0,strict,0,0,6,0.71,93.0
1 day,100.0,0,1.0,1.0,3,1,6,1.0,3.0,3.0,11,295,4,50,3,365,8,0,0,moderate,0,0,1,0.12,100.0
hours,100.0,0,1.0,1.0,5,1,4,1.0,0.0,2.0,22,184,1,0,2,730,172,0,0,moderate,0,0,1,3.68,92.0
